date,R&D,ROE,DPO,DTE,Trends,Assets,AssetsCurrent,NoncurrentAssets,AccountsPayable,AccountsPayableCurrent,AccountsReceivableNetCurrent,InventoryNet,Liabilities,LiabilitiesCurrent,PreconfirmationCurrentAssets,OtherAssetsNonCurrent,AssetsFairValueDisclosure,SellingGeneralAndAdministrativeExpense,RepaymentsOfNotesPayable,ResearchDevelopmentAndRelatedExpenses,ResearchAndDevelopmentExpense,SalesRevenueNet,DeferredRevenueCurrent,DebtCurrent,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoneCurrent,OtherLongTermDebt,RepaymentsOfLongTermDebt,InterestExpenseDebt,LiabilitiesAndStockholdersEquity,StockholdersEquity
2015q2,0,0,0,0.0,53.333333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015q3,0,0,0,0.0,51.333333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015q4,0,0,0,0.0,47.333333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016q1,0,0,0,0.0,41.333333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016q2,0,0,0,0.0,53.333333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016q3,0,0,0,0.0,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016q4,0,0,0,0.0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017q1,0,0,0,0.0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017q2,0,0,0,0.0,56.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017q3,0,0,0,0.0,52.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017q4,0,0,0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018q1,0,0,0,0.0,47.333333333333336,0,0,22075000000.0,0,0,0,0,0,0,0,0,0,17864000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454000000.0
2018q2,0,0,0,0.0,59.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018q3,0,0,0,0.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,9783000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009000000.0
2018q4,0,0,0,0.0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,14591000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320000000.0
2019q1,0,0,0,0.0,48.333333333333336,44003000000.0,18529000000.0,22375000000.0,0,7755000000.0,1936000000.0,13925000000.0,45881000000.0,16716000000.0,0,0,0,19513000000.0,0,0,0,0,1782000000.0,0,0,0,0,0,0,0,44003000000.0,-1878000000.0
2019q2,0,0,0,0.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,4940000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2143000000.0
2019q3,0,0,0,0.0,59.333333333333336,52010000000.0,20699000000.0,0,0,9494000000.0,2274000000.0,14741000000.0,53170000000.0,18798000000.0,0,0,0,9984000000.0,0,0,16217000000.0,0,0,0,0,0,0,0,38881000000.0,3200000000.0,52010000000.0,-1160000000.0
2019q4,0,0,0,0.0,55.666666666666664,52309000000.0,21174000000.0,0,0,9240000000.0,2231000000.0,15711000000.0,53391000000.0,19565000000.0,0,0,0,14926000000.0,0,0,0,0,0,0,0,0,0,0,0,0,52309000000.0,-1082000000.0
2020q1,0,0,0,29500000000.0,53.333333333333336,51236000000.0,19810000000.0,0,0,7787000000.0,2106000000.0,14531000000.0,54352000000.0,18375000000.0,0,0,0,19740000000.0,0,0,0,0,2116000000.0,0,29500000000.0,0,0,0,0,0,51236000000.0,-3116000000.0
2020q2,0,0,0,0.0,91.66666666666667,58737000000.0,27277000000.0,0,0,10056000000.0,2610000000.0,14989000000.0,62227000000.0,23348000000.0,0,0,0,5829000000.0,0,0,0,0,0,0,0,0,0,0,0,0,58737000000.0,-3490000000.0
2020q3,0,0,0,58628000000.0,71.0,63349000000.0,31361000000.0,36766000000.0,0,11691000000.0,2562000000.0,13498000000.0,63763000000.0,24199000000.0,0,0,0,12184000000.0,0,1422000000.0,1041000000.0,0,4116000000.0,0,58628000000.0,8773000000.0,0,0,3533000000.0,944000000.0,63349000000.0,-414000000.0
2020q4,0,0,0,33792000000.0,65.66666666666667,66919000000.0,34505000000.0,0,0,12899000000.0,2666000000.0,16155000000.0,65384000000.0,25395000000.0,0,0,4906000000.0,18260000000.0,0,0,1612000000.0,0,0,806000000.0,32986000000.0,485000000.0,0,5000000.0,0.0,0,66919000000.0,1535000000.0
2021q1,0,0,0,34750000000.0,62.0,70581000000.0,28477000000.0,0,0,11606000000.0,2992000000.0,16627000000.0,67282000000.0,23166000000.0,0,0,0,24447000000.0,0,0,0,0,2823000000.0,0,34750000000.0,0,0,0,0,0,70581000000.0,9334000000.0
2021q2,0,0,0,58146000000.0,73.66666666666667,72567000000.0,30672000000.0,0,0,14494000000.0,3624000000.0,19178000000.0,70819000000.0,27758000000.0,0,0,0,6374000000.0,0,0,0,0,3415000000.0,0,58146000000.0,8072000000.0,0,0,0,0,72567000000.0,1748000000.0
2021q3,0,0,0,13498000000.0,59.333333333333336,70769000000.0,28262000000.0,39440000000.0,0,12817000000.0,3322000000.0,18909000000.0,68700000000.0,26666000000.0,0,0,4588000000.0,12807000000.0,0,1520000000.0,1247000000.0,0,3498000000.0,1972000000.0,11526000000.0,2508000000.0,0,15000000.0,3737000000.0,862000000.0,70769000000.0,2069000000.0
2021q4,0,0,0,9502000000.0,68.0,73031000000.0,30466000000.0,0,0,13375000000.0,3533000000.0,20582000000.0,71996000000.0,26903000000.0,0,0,0,18975000000.0,0,0,1714000000.0,0,3499000000.0,0,9502000000.0,506000000.0,0,0,2000000000.0,0,73031000000.0,1035000000.0
