date,R&D,ROE,DPO,DTE,Trends,Assets,AssetsCurrent,NoncurrentAssets,AccountsPayable,AccountsPayableCurrent,AccountsReceivableNetCurrent,InventoryNet,Liabilities,LiabilitiesCurrent,PreconfirmationCurrentAssets,OtherAssetsNonCurrent,AssetsFairValueDisclosure,SellingGeneralAndAdministrativeExpense,RepaymentsOfNotesPayable,ResearchDevelopmentAndRelatedExpenses,ResearchAndDevelopmentExpense,SalesRevenueNet,DeferredRevenueCurrent,DebtCurrent,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoneCurrent,OtherLongTermDebt,RepaymentsOfLongTermDebt,InterestExpenseDebt,LiabilitiesAndStockholdersEquity,StockholdersEquity
2013q3,0,0,0,0.0,95.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013q4,0,0,0,20334000000.0,81.0,253753000000.0,17626000000.0,0,0,22815000000.0,0,6380000000.0,103326000000.0,17486000000.0,0,0,0,4510000000.0,0,0,750000000.0,0,0,8374000000.0,11960000000.0,0.0,0,0,0,0.0,253753000000.0,149113000000.0
2014q1,0,0,0,0.0,82.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,927000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014q2,0,0,0,0.0,80.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,2004000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014q3,0,0,0,0.0,82.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,3126000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014q4,0,0,0,28290000000.0,69.33333333333333,266026000000.0,13724000000.0,0,0,19000000000.0,0,6505000000.0,109835000000.0,16191000000.0,0,0,0,4494000000.0,0,0,707000000.0,0,0,11790000000.0,16500000000.0,0.0,0,0,0,0.0,266026000000.0,155028000000.0
2015q1,0,0,0,22700000000.0,65.66666666666667,269604000000.0,13324000000.0,0,0,16640000000.0,0,6837000000.0,112603000000.0,16013000000.0,0,0,0,944000000.0,0,0,0,0,0,0,22700000000.0,0,0,0,0,0,269604000000.0,155803000000.0
2015q2,0,0,0,21600000000.0,62.333333333333336,266455000000.0,13602000000.0,0,0,17380000000.0,0,7116000000.0,110564000000.0,15290000000.0,0,0,0,2114000000.0,0,0,0,0,0,0,21600000000.0,0,0,0,0,0.0,266455000000.0,154669000000.0
2015q3,0,0,0,21700000000.0,69.33333333333333,268449000000.0,11427000000.0,0,0,15307000000.0,0,6864000000.0,112511000000.0,11963000000.0,0,0,0,3140000000.0,0,0,0,0,0,0,21700000000.0,0,0,0,0,0.0,268449000000.0,154912000000.0
2015q4,0,0,0,39999000000.0,57.0,264540000000.0,9097000000.0,0,0,13516000000.0,0,6334000000.0,110654000000.0,13664000000.0,0,0,0,4443000000.0,0,0,601000000.0,0,0,12928000000.0,27071000000.0,1487000000.0,0,0,0,0.0,264540000000.0,152716000000.0
2016q1,0,0,0,0.0,57.333333333333336,263842000000.0,8882000000.0,0,0,12696000000.0,0,6508000000.0,112366000000.0,13989000000.0,0,0,0,998000000.0,0,0,0,0,0,0,0,0,0,0,0,0.0,263842000000.0,150307000000.0
2016q2,0,0,0,0.0,53.666666666666664,261478000000.0,11100000000.0,0,0,13416000000.0,0,6427000000.0,113153000000.0,14305000000.0,0,0,0,2031000000.0,0,0,0,0,0,0,0,0,0,0,0,79000000.0,261478000000.0,147163000000.0
2016q3,0,0,0,0.0,52.0,259863000000.0,9872000000.0,0,0,12205000000.0,0,5976000000.0,111911000000.0,13268000000.0,0,0,0,3140000000.0,0,0,0,0,0,0,0,0,0,0,0,143000000.0,259863000000.0,146800000000.0
2016q4,0,0,0,52330000000.0,45.0,260078000000.0,11266000000.0,0,0,13986000000.0,0,5419000000.0,113356000000.0,16660000000.0,0,0,0,4684000000.0,0,0,476000000.0,0,0,19840000000.0,32490000000.0,6253000000.0,0,0,0,201000000.0,260078000000.0,145556000000.0
2017q1,0,0,0,0.0,45.0,259111000000.0,10936000000.0,0,0,13078000000.0,0,5921000000.0,111321000000.0,16284000000.0,0,0,0,870000000.0,0,0,0,0,0,0,0,0,0,0,0,51000000.0,259111000000.0,146592000000.0
2017q2,0,0,0,0.0,45.666666666666664,254599000000.0,10051000000.0,0,0,12057000000.0,0,6075000000.0,107211000000.0,13739000000.0,0,0,0,1861000000.0,0,0,0,0,0,0,0,0,0,0,0,99000000.0,254599000000.0,146203000000.0
2017q3,0,0,0,0.0,47.0,255160000000.0,11566000000.0,0,0,13084000000.0,0,5761000000.0,107249000000.0,15777000000.0,0,0,0,3099000000.0,0,0,0,0,0,0,0,0,0,0,0,134000000.0,255160000000.0,146713000000.0
2017q4,0,0,0,45426000000.0,41.666666666666664,253806000000.0,12163000000.0,0,0,14565000000.0,0,5585000000.0,104487000000.0,17379000000.0,0,0,0,4448000000.0,0,0,433000000.0,0,0,15192000000.0,30234000000.0,6720000000.0,0,0,0,307000000.0,253806000000.0,148124000000.0
2018q1,0,0,0,0.0,41.333333333333336,256442000000.0,13406000000.0,0,0,14479000000.0,0,6128000000.0,104876000000.0,17606000000.0,0,0,0,723000000.0,0,0,0,0,0,0,0,0,0,0,0,159000000.0,256442000000.0,150356000000.0
2018q2,0,0,0,0.0,41.333333333333336,257929000000.0,15281000000.0,0,0,15722000000.0,0,6644000000.0,104549000000.0,17853000000.0,0,0,0,1740000000.0,0,0,0,0,0,0,0,0,0,0,0,376000000.0,257929000000.0,152198000000.0
2018q3,0,0,0,0.0,42.666666666666664,256606000000.0,15036000000.0,0,0,15335000000.0,0,6029000000.0,101933000000.0,18329000000.0,0,0,0,2758000000.0,0,0,0,0,0,0,0,0,0,0,0,558000000.0,256606000000.0,153575000000.0
2018q4,0,0,0,39356000000.0,39.0,253863000000.0,12819000000.0,0,0,13953000000.0,0,5704000000.0,98221000000.0,16376000000.0,0,0,0,3838000000.0,0,0,453000000.0,0,0,15626000000.0,23730000000.0,4999000000.0,0,0,0,748000000.0,253863000000.0,154554000000.0
2019q1,0,0,0,0.0,38.333333333333336,256809000000.0,14910000000.0,0,0,14230000000.0,0,6723000000.0,100691000000.0,19980000000.0,0,0,0,984000000.0,0,0,0,0,0,0,0,0,0,0,0,225000000.0,256809000000.0,155045000000.0
2019q2,0,0,0,0.0,44.0,255878000000.0,14241000000.0,0,0,14805000000.0,0,6809000000.0,98427000000.0,16439000000.0,0,0,0,2060000000.0,0,0,0,0,0,0,0,0,0,0,0,423000000.0,255878000000.0,156395000000.0
2019q3,0,0,0,0.0,43.333333333333336,256537000000.0,12717000000.0,0,0,13230000000.0,0,5951000000.0,99645000000.0,14640000000.0,0,0,0,3014000000.0,0,0,0,0,0,0,0,0,0,0,0,620000000.0,256537000000.0,155841000000.0
2019q4,0,0,0,31762000000.0,37.666666666666664,237428000000.0,2554000000.0,0,0,14103000000.0,0,5848000000.0,92220000000.0,18291000000.0,0,0,0,4143000000.0,0,0,500000000.0,0,0,13032000000.0,18730000000.0,5054000000.0,0,0,0,798000000.0,237428000000.0,144213000000.0
2020q1,0,0,0,8700000000.0,43.333333333333336,236677000000.0,28562000000.0,0,0,11006000000.0,8600000000.0,6574000000.0,91763000000.0,28235000000.0,0,0,0,683000000.0,0,0,0,0,0,0,8700000000.0,0,0,0,0,162000000.0,236677000000.0,143930000000.0
2020q2,0,0,0,0.0,45.666666666666664,223403000000.0,23732000000.0,0,0,8250000000.0,7100000000.0,5511000000.0,89017000000.0,20825000000.0,0,0,0,2252000000.0,0,0,0,0,0,0,0,0,0,0,0,334000000.0,223403000000.0,134118000000.0
2020q3,0,0,0,0.0,40.333333333333336,223063000000.0,24803000000.0,0,0,9537000000.0,8100000000.0,5681000000.0,91025000000.0,19664000000.0,0,0,0,3084000000.0,0,0,0,0,0,0,0,0,0,0,0,498000000.0,223063000000.0,131774000000.0
2020q4,0,0,0,37049000000.0,36.666666666666664,239790000000.0,2816000000.0,0,0,10950000000.0,9500000000.0,5676000000.0,107064000000.0,1394000000.0,0,0,0,4213000000.0,0,0,435000000.0,0,0,11373000000.0,25676000000.0,2600000000.0,0,0,0,697000000.0,239790000000.0,131688000000.0
2021q1,0,0,0,0.0,40.666666666666664,241645000000.0,30433000000.0,0,0,12858000000.0,12200000000.0,5620000000.0,108712000000.0,27480000000.0,0,0,0,990000000.0,0,0,0,0,0,0,0,0,0,0,0,198000000.0,241645000000.0,131888000000.0
2021q2,0,0,0,0.0,39.333333333333336,242806000000.0,32973000000.0,0,0,14719000000.0,13900000000.0,6239000000.0,108895000000.0,28147000000.0,0,0,0,2086000000.0,0,0,0,0,0,0,0,0,0,0,0,383000000.0,242806000000.0,133182000000.0
2021q3,0,0,0,0.0,37.666666666666664,239948000000.0,32137000000.0,0,0,15308000000.0,14600000000.0,6129000000.0,103226000000.0,25188000000.0,0,0,0,2743000000.0,0,0,0,0,0,0,0,0,0,0,0,557000000.0,239948000000.0,135862000000.0
2021q4,0,0,0,0.0,33.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
