date,R&D,ROE,DPO,DTE,Trends,Assets,NetIncomeLoss,AssetsCurrent,NoncurrentAssets,AccountsPayable,AccountsPayableCurrent,AccountsReceivableNetCurrent,InventoryNet,CostOfRevenue,Liabilities,LiabilitiesCurrent,PreconfirmationCurrentAssets,OtherAssetsNonCurrent,AssetsFairValueDisclosure,SellingGeneralAndAdministrativeExpense,RepaymentsOfNotesPayable,ResearchDevelopmentAndRelatedExpenses,ResearchAndDevelopmentExpense,SalesRevenueNet,DeferredRevenueCurrent,DebtCurrent,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoneCurrent,OtherLongTermDebt,RepaymentsOfLongTermDebt,InterestExpenseDebt,LiabilitiesAndStockholdersEquity,StockholdersEquity
2013q4,0,0,0,0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014q1,0,0,0,0,60.333333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014q2,0,0,0,0,56.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014q3,0,0,0,0,52.333333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014q4,0,0,0,0,54.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015q1,0,0,0,0,54.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015q2,0,0,0,0,50.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015q3,0,0,0,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015q4,0,0,0,0,53.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016q1,0,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016q2,0,0,0,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016q3,0,0,0,0,45.333333333333336,0,9391000000.0,0,0,0,0,0,0,0,0,0,0,0,0,8754000000.0,0,0,0,0,0,0,0,0,0,0,2205000000.0,0,0,0
2016q4,0,0,0,0,49.0,0,2479000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017q1,0,0,0,0,50.666666666666664,0,2388000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017q2,0,0,0,0,48.333333333333336,0,2366000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017q3,0,0.042284884424543145,0,0.6121505506474646,46.666666666666664,95789000000.0,1747000000.0,15889000000.0,0,0,6305000000.0,0,1373000000.0,0,0,19595000000.0,0,0,0,8176000000.0,0,0,0,0,4568000000.0,0,25291000000.0,6172000000.0,0,0,2364000000.0,0,95789000000.0,41315000000.0
2017q4,0,0,0,0,50.0,0,4423000000.0,0,0,0,0,0,0,0,0,0,0,0,0,2087000000.0,0,0,0,0,0,0,0,0,0,0,1330000000.0,0,0,0
2018q1,0,0,0,0,50.666666666666664,0,2937000000.0,0,0,0,0,0,0,0,0,0,0,0,0,4326000000.0,0,0,0,0,0,0,0,0,0,0,1350000000.0,0,0,0
2018q2,0,0,0,0,46.0,0,2916000000.0,0,0,0,0,0,0,0,0,0,0,0,0,6539000000.0,0,0,0,0,0,0,0,0,0,0,1356000000.0,0,0,0
2018q3,0,0.25829864884259734,0,0.4279826953437353,44.666666666666664,98598000000.0,12598000000.0,16825000000.0,0,0,6503000000.0,0,1392000000.0,0,0,17860000000.0,0,0,0,8860000000.0,0,0,0,0,4591000000.0,0,20874000000.0,3790000000.0,0,0,1871000000.0,0,98598000000.0,48773000000.0
2018q4,0,0.05540981000079498,0,0.0,47.666666666666664,99941000000.0,2788000000.0,17537000000.0,0,0,0,0,1357000000.0,0,0,17619000000.0,0,0,0,2152000000.0,0,0,0,0,3434000000.0,0,0,3489000000.0,0,0,0.0,0,99941000000.0,50316000000.0
2019q1,0,0.060619537903889346,0,0.0,49.666666666666664,214342000000.0,5452000000.0,34277000000.0,0,0,0,0,1445000000.0,0,0,44376000000.0,0,0,0,4479000000.0,0,0,0,0,4281000000.0,0,0,19158000000.0,0,0,17398000000.0,0,214342000000.0,89938000000.0
2019q2,0,0.11053143514015386,0,0.0,47.0,209475000000.0,10000000000.0,31370000000.0,0,0,0,0,1516000000.0,0,0,44593000000.0,0,0,0,7844000000.0,0,0,0,0,4730000000.0,0,0,21923000000.0,0,0,19039000000.0,0,209475000000.0,90472000000.0
2019q3,0,0.011859086152772933,0,0.5286632087041642,49.333333333333336,193984000000.0,1054000000.0,28124000000.0,0,0,13778000000.0,0,1649000000.0,0,0,31341000000.0,0,0,0,11541000000.0,0,0,0,0,4722000000.0,0,46986000000.0,8857000000.0,0,0,38881000000.0,0,193984000000.0,88877000000.0
2019q4,0,0.02347449224015954,0,0.0,76.66666666666667,200948000000.0,2107000000.0,27776000000.0,0,0,0,0,1571000000.0,0,0,34797000000.0,0,0,0,3703000000.0,0,0,0,0,5024000000.0,0,0,10018000000.0,0,0,46000000.0,0,200948000000.0,89757000000.0
2020q1,0,0.0283938190626832,0,0.0,65.0,206294000000.0,2567000000.0,33274000000.0,0,0,0,0,1531000000.0,0,0,35473000000.0,0,0,0,3388000000.0,0,0,0,0,4891000000.0,0,0,12676000000.0,0,0,1048000000.0,0,206294000000.0,90407000000.0
2020q2,0,-0.02508559849067151,0,0.0,49.333333333333336,207649000000.0,-2154000000.0,41330000000.0,0,0,0,0,1559000000.0,0,0,30917000000.0,0,0,0,9557000000.0,0,0,0,0,3707000000.0,0,0,10224000000.0,0,0,2297000000.0,0,207649000000.0,85866000000.0
2020q3,0,-0.00849455032721965,0,0.701434502231315,45.666666666666664,201549000000.0,-710000000.0,35251000000.0,0,0,12663000000.0,0,1583000000.0,0,0,26628000000.0,0,0,0,12369000000.0,0,0,0,0,4116000000.0,0,58628000000.0,5711000000.0,0,0,3533000000.0,0,201549000000.0,83583000000.0
2020q4,0,0.00020221003675464786,0,0.0,45.333333333333336,201888000000.0,17000000.0,34874000000.0,0,0,0,0,1480000000.0,0,0,26546000000.0,0,0,0,2917000000.0,0,0,0,0,4303000000.0,0,0,5397000000.0,0,0,139000000.0,0,201888000000.0,84071000000.0
2021q1,0,0.010731821370119243,0,0.0,48.666666666666664,200250000000.0,918000000.0,32877000000.0,0,0,0,0,1406000000.0,0,0,26642000000.0,0,0,0,3113000000.0,0,0,0,0,4337000000.0,0,0,5243000000.0,0,0,1816000000.0,0,200250000000.0,85540000000.0
2021q2,0,0.01058323053688567,0,0.0,48.666666666666664,202221000000.0,918000000.0,33966000000.0,0,0,0,0,1344000000.0,0,0,27413000000.0,0,0,0,9198000000.0,0,0,0,0,4368000000.0,0,0,4728000000.0,0,0,2319000000.0,0,202221000000.0,86741000000.0
2021q3,0,0.022528881009113187,0,0.6143891228981514,50.666666666666664,203609000000.0,1995000000.0,33657000000.0,0,0,16357000000.0,0,1331000000.0,0,0,31077000000.0,0,0,0,13517000000.0,0,0,0,0,4317000000.0,0,54406000000.0,5866000000.0,0,0,3737000000.0,0,203609000000.0,88553000000.0
2021q4,0,0,0,0,50.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
