date,R&D,ROE,DPO,DTE,Trends,Assets,NetIncomeLoss,AssetsCurrent,NoncurrentAssets,AccountsPayable,AccountsPayableCurrent,AccountsReceivableNetCurrent,InventoryNet,CostOfRevenue,Liabilities,LiabilitiesCurrent,PreconfirmationCurrentAssets,OtherAssetsNonCurrent,AssetsFairValueDisclosure,SellingGeneralAndAdministrativeExpense,RepaymentsOfNotesPayable,ResearchDevelopmentAndRelatedExpenses,ResearchAndDevelopmentExpense,SalesRevenueNet,DeferredRevenueCurrent,DebtCurrent,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoneCurrent,OtherLongTermDebt,RepaymentsOfLongTermDebt,InterestExpenseDebt,LiabilitiesAndStockholdersEquity,StockholdersEquity
2016q1,0,0.3015087806084591,54.47033565481489,0.0,18.333333333333332,91547000000.0,1219000000.0,65587000000.0,0,0,11558000000.0,9711000000.0,0,19097000000.0,0,49517000000.0,0,0,0,0,0,0,917000000.0,0,0,1243000000.0,0,0,0,0,0,0,91547000000.0,4043000000.0
2016q2,0,1.6837606837606838,25.525566124281784,0.0,17.333333333333332,89609000000.0,985000000.0,63507000000.0,0,0,11748000000.0,9809000000.0,0,41422000000.0,0,49859000000.0,0,0,0,0,0,0,3044000000.0,0,0,1168000000.0,0,0,0,0,0,0,89609000000.0,585000000.0
2016q3,0,1.56247008137865,17.56383915468154,0.0,17.0,88950000000.0,3264000000.0,62237000000.0,0,0,11968000000.0,9524000000.0,0,61326000000.0,0,48489000000.0,0,0,0,0,0,0,3901000000.0,0,0,632000000.0,0,0,0,0,0,0,88950000000.0,2089000000.0
2016q4,0,5.9914320685434515,12.46565168956554,0.0,18.0,89997000000.0,4895000000.0,62488000000.0,0,0,11190000000.0,8832000000.0,0,80790000000.0,0,50134000000.0,0,0,0,0,0,0,4627000000.0,0,0,384000000.0,0,0,0,0,0,0,89997000000.0,817000000.0
2017q1,0,15.273684210526316,62.37025023169601,0.0,18.333333333333332,89673000000.0,1451000000.0,62367000000.0,0,0,11964000000.0,9335000000.0,0,17264000000.0,0,49781000000.0,0,0,0,0,0,0,838000000.0,0,0,367000000.0,0,0,0,0,0,0,89673000000.0,95000000.0
2017q2,0,-1.5768286696121747,30.527600134634802,-0.0,17.666666666666668,90036000000.0,3212000000.0,62831000000.0,0,0,12093000000.0,9503000000.0,0,35652000000.0,0,52909000000.0,0,0,0,0,0,0,1651000000.0,0,0,720000000.0,0,0,0,0,0,0,90036000000.0,-2037000000.0
2017q3,0,4.66390423572744,20.5722604647819,0.0,18.0,91007000000.0,5065000000.0,64142000000.0,0,0,12718000000.0,10644000000.0,0,55639000000.0,0,54409000000.0,0,0,0,0,0,0,2418000000.0,0,0,988000000.0,0,0,0,0,0,0,91007000000.0,1086000000.0
2017q4,0,4.94987922705314,14.43719927431441,0.0,18.0,112362000000.0,8197000000.0,85194000000.0,0,0,12202000000.0,2894000000.0,0,76066000000.0,0,74648000000.0,0,0,0,0,0,0,3179000000.0,0,0,1335000000.0,0,0,0,0,0,0,112362000000.0,1656000000.0
2018q1,0,2.0270049099836336,60.304398640034,0.0,23.0,113549000000.0,2477000000.0,86543000000.0,0,0,12613000000.0,2802000000.0,0,18824000000.0,0,75532000000.0,0,0,0,0,0,0,764000000.0,0,0,1981000000.0,0,0,0,0,0,0,113549000000.0,1222000000.0
2018q2,0,-3.242886884108258,30.275286757038582,-0.0,22.0,113195000000.0,4673000000.0,86401000000.0,0,0,12904000000.0,2823000000.0,0,38360000000.0,0,77725000000.0,0,0,0,0,0,0,1591000000.0,0,0,1611000000.0,0,0,0,0,0,0,113195000000.0,-1441000000.0
2018q3,0,-5.458494957331265,20.701515151515153,-0.0,21.666666666666668,114659000000.0,7036000000.0,87686000000.0,0,0,13663000000.0,2893000000.0,0,59400000000.0,0,79417000000.0,0,0,0,0,0,0,2417000000.0,0,0,1389000000.0,0,0,0,0,0,0,114659000000.0,-1289000000.0
2018q4,0,10.100294985250738,52.62290629244002,0.0,21.0,117359000000.0,3424000000.0,87830000000.0,0,0,12916000000.0,3879000000.0,0,22090000000.0,0,81590000000.0,0,0,0,0,0,0,3269000000.0,0,0,3190000000.0,0,0,0,0,0,0,117359000000.0,339000000.0
2019q1,0,17.192,70.92357200321803,0.0,48.666666666666664,120209000000.0,2149000000.0,89509000000.0,0,0,14693000000.0,3669000000.0,0,18645000000.0,0,83615000000.0,0,0,0,0,0,0,866000000.0,0,0,3381000000.0,0,0,0,0,0,0,120209000000.0,125000000.0
2019q2,0,0.14900413378429161,37.6911260458099,-0.0,35.333333333333336,126261000000.0,-793000000.0,95111000000.0,0,0,15267000000.0,3291000000.0,0,36455000000.0,0,92189000000.0,0,0,0,0,0,0,1692000000.0,0,0,4357000000.0,0,0,0,0,0,0,126261000000.0,-5322000000.0
2019q3,0,-0.09086491739552964,25.458274796291093,-0.0,26.0,132598000000.0,374000000.0,101656000000.0,0,0,15101000000.0,3564000000.0,0,53385000000.0,0,91846000000.0,0,0,0,0,0,0,2470000000.0,0,0,4354000000.0,0,0,0,0,0,0,132598000000.0,-4116000000.0
2019q4,0,0.0738075896483695,19.416170779409928,-2.432865266333991,28.333333333333332,133625000000.0,-636000000.0,102229000000.0,0,0,15553000000.0,3266000000.0,0,72093000000.0,141925000000.0,97312000000.0,0,0,0,0,0,0,3219000000.0,0,0,7340000000.0,20964000000.0,0,0,0,0,0,133625000000.0,-8617000000.0
2020q1,0,0.06497672012415934,80.3119036259542,-0.0,43.0,143075000000.0,-628000000.0,111011000000.0,0,0,14963000000.0,3211000000.0,0,16768000000.0,152435000000.0,94502000000.0,0,0,0,0,0,0,672000000.0,0,0,5173000000.0,0,0,0,0,0,0,143075000000.0,-9665000000.0
2020q2,0,0.20365132424787863,95.00693481276005,-5.038827462072512,40.666666666666664,162872000000.0,-2376000000.0,130277000000.0,0,0,13700000000.0,2793000000.0,0,12978000000.0,174254000000.0,92482000000.0,0,0,0,0,0,0,625000000.0,0,0,2922000000.0,58788000000.0,0,0,0,0,0,162872000000.0,-11667000000.0
2020q3,0,0.037983250148041624,30.410258803761874,-4.977582268843584,24.333333333333332,161261000000.0,-449000000.0,131012000000.0,0,0,14479000000.0,2762000000.0,0,42851000000.0,172814000000.0,92307000000.0,0,0,0,0,0,0,574000000.0,0,0,3634000000.0,58840000000.0,0,0,0,0,0,161261000000.0,-11821000000.0
2020q4,0,0.45970735968552084,18.224707485550493,-3.460362524568683,22.666666666666668,152136000000.0,-8420000000.0,121642000000.0,0,0,12928000000.0,1955000000.0,0,63843000000.0,170211000000.0,87280000000.0,0,0,0,0,0,0,2476000000.0,0,0,1693000000.0,63380000000.0,0,0,0,0,0,152136000000.0,-18316000000.0
2021q1,0,0.029737512459851588,80.88789107763616,-3.5100232583896336,24.0,150035000000.0,-537000000.0,119945000000.0,0,0,12410000000.0,2356000000.0,0,13808000000.0,167876000000.0,89892000000.0,0,0,0,0,0,0,499000000.0,0,0,6021000000.0,63384000000.0,0,0,0,0,0,150035000000.0,-18058000000.0
2021q2,0,-0.002997242536866083,36.29032258064516,-3.7991248051792352,19.0,148935000000.0,50000000.0,119095000000.0,0,0,11450000000.0,2490000000.0,0,28396000000.0,165420000000.0,88224000000.0,0,0,0,0,0,0,497000000.0,0,0,6534000000.0,63377000000.0,0,0,0,0,0,148935000000.0,-16682000000.0
2021q3,0,0.007548476454293629,21.771841189647777,-4.3101108033241,18.333333333333332,146846000000.0,-109000000.0,116888000000.0,0,0,10151000000.0,2247000000.0,0,41962000000.0,161112000000.0,85771000000.0,0,0,0,0,0,0,575000000.0,0,0,5377000000.0,62238000000.0,0,0,0,0,0,146846000000.0,-14440000000.0
2021q4,0,0,0,0,15.333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
