date,R&D,ROE,DPO,DTE,Trends,Assets,AssetsCurrent,NoncurrentAssets,AccountsPayable,AccountsPayableCurrent,AccountsReceivableNetCurrent,InventoryNet,Liabilities,LiabilitiesCurrent,PreconfirmationCurrentAssets,OtherAssetsNonCurrent,AssetsFairValueDisclosure,SellingGeneralAndAdministrativeExpense,RepaymentsOfNotesPayable,ResearchDevelopmentAndRelatedExpenses,ResearchAndDevelopmentExpense,SalesRevenueNet,DeferredRevenueCurrent,DebtCurrent,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoneCurrent,OtherLongTermDebt,RepaymentsOfLongTermDebt,InterestExpenseDebt,LiabilitiesAndStockholdersEquity,StockholdersEquity
2018q1,0.1297090288473546,0,0,44115000000.0,36.0,131510000000.0,86050000000.0,0,0,1060000000.0,3963000000.0,1896000000.0,79528000000.0,35364000000.0,0,0,0,0,0,0,3116000000.0,24023000000.0,11102000000.0,13741000000.0,30374000000.0,4749000000.0,0,0,6230000000.0,0,131510000000.0,51982000000.0
2018q2,0.128980979005646,0,0,35808000000.0,34.666666666666664,114008000000.0,67141000000.0,0,0,1552000000.0,4274000000.0,1900000000.0,67347000000.0,28642000000.0,0,0,0,0,0,0,4706000000.0,36486000000.0,11301000000.0,7736000000.0,28072000000.0,7736000000.0,0,0,9875000000.0,0,114008000000.0,46661000000.0
2018q3,0,0,0,30807000000.0,33.0,109872000000.0,61837000000.0,3006000000.0,0,1904000000.0,5450000000.0,1544000000.0,65580000000.0,27035000000.0,0,0,44506000000.0,0,0,0,6332000000.0,0,11490000000.0,5238000000.0,25569000000.0,5238000000.0,0,0,12375000000.0,0,109872000000.0,43204000000.0
2018q4,0,0,0,32805000000.0,30.333333333333332,105429000000.0,55686000000.0,0,0,1805000000.0,4536000000.0,1572000000.0,61581000000.0,26414000000.0,0,0,0,0,0,0,1608000000.0,0,0,7241000000.0,25564000000.0,7241000000.0,0,0,0.0,0,105429000000.0,43848000000.0
2019q1,0,0,0,35367000000.0,34.666666666666664,102462000000.0,53117000000.0,0,0,1655000000.0,3745000000.0,1701000000.0,61673000000.0,29479000000.0,0,0,0,0,0,0,3165000000.0,0,0,9737000000.0,25630000000.0,9737000000.0,0,0,0.0,0,102462000000.0,40789000000.0
2019q2,0,0,0,28192000000.0,34.0,97287000000.0,47311000000.0,0,0,2022000000.0,3795000000.0,1513000000.0,60483000000.0,27913000000.0,0,0,0,0,0,0,4824000000.0,0,0,7777000000.0,20415000000.0,4494000000.0,0,0,5250000000.0,0,97287000000.0,36804000000.0
2019q3,0,0,0,30664000000.0,32.666666666666664,97793000000.0,47755000000.0,2789000000.0,0,2059000000.0,5491000000.0,1383000000.0,64222000000.0,31712000000.0,0,0,0,0,0,0,6577000000.0,0,0,10191000000.0,20473000000.0,5998000000.0,0,0,6780000000.0,0,97793000000.0,33571000000.0
2019q4,0,0,0,22497000000.0,29.666666666666668,92492000000.0,41716000000.0,0,0,2016000000.0,4878000000.0,1344000000.0,58069000000.0,24597000000.0,0,0,0,0,0,0,1666000000.0,0,0,4000000000.0,18497000000.0,4000000000.0,0,0,2720000000.0,0,92492000000.0,34423000000.0
2020q1,0,0,0,17492000000.0,32.333333333333336,90426000000.0,40053000000.0,0,0,1935000000.0,4330000000.0,1353000000.0,54893000000.0,22088000000.0,0,0,0,0,0,0,3236000000.0,0,0,1499000000.0,15993000000.0,1499000000.0,0,0,5220000000.0,0,90426000000.0,35533000000.0
2020q2,0,0,0,20590000000.0,28.333333333333332,91394000000.0,41307000000.0,0,0,2393000000.0,4569000000.0,1212000000.0,55686000000.0,25937000000.0,0,0,0,0,0,0,4782000000.0,0,0,4506000000.0,16084000000.0,4506000000.0,0,0,5220000000.0,0,91394000000.0,35708000000.0
2020q3,0,0,0,17588000000.0,29.333333333333332,94853000000.0,43573000000.0,3374000000.0,0,2218000000.0,5472000000.0,1282000000.0,56933000000.0,25331000000.0,0,0,0,0,0,0,6347000000.0,0,0,3005000000.0,14583000000.0,3005000000.0,0,0,6720000000.0,0,94853000000.0,37920000000.0
2020q4,0,0,0,14566000000.0,23.333333333333332,95003000000.0,42989000000.0,0,0,2294000000.0,3980000000.0,1303000000.0,56846000000.0,26991000000.0,0,0,0,0,0,0,1612000000.0,0,0,0,14566000000.0,5002000000.0,0,0,0.0,0,95003000000.0,38157000000.0
2021q1,0,0,0,14554000000.0,24.333333333333332,95601000000.0,43911000000.0,0,0,1867000000.0,4307000000.0,1436000000.0,56480000000.0,27268000000.0,0,0,0,0,0,0,3139000000.0,0,0,0,14554000000.0,5000000000.0,0,0,0.0,0,95601000000.0,39121000000.0
2021q2,0,0,0,11532000000.0,25.333333333333332,93896000000.0,37060000000.0,0,0,2440000000.0,4425000000.0,1579000000.0,53691000000.0,24262000000.0,0,0,0,0,0,0,4836000000.0,0,0,0,11532000000.0,2000000000.0,0,0,3000000000.0,0,93896000000.0,40205000000.0
2021q3,0,0,0,11526000000.0,25.333333333333332,97497000000.0,39112000000.0,3433000000.0,0,2362000000.0,5766000000.0,1559000000.0,56222000000.0,26257000000.0,0,0,0,0,0,0,6549000000.0,0,0,0,11526000000.0,2508000000.0,0,0,3000000000.0,0,97497000000.0,41275000000.0
2021q4,0,0,0,9502000000.0,18.333333333333332,95981000000.0,37588000000.0,0,0,2261000000.0,5306000000.0,1832000000.0,53280000000.0,23238000000.0,0,0,0,0,0,0,1714000000.0,0,0,0,9502000000.0,506000000.0,0,0,2000000000.0,0,95981000000.0,42701000000.0
